Time (sec), Vehicle speed (MPH), Instant fuel economy (MPG), Fuel rate (gal/hr), Input voltage read by the scan tool (V), Engine Power (hp), Trip Distance (miles), Trip Fuel (gal), Trip Duration (min), Seconds Idling (sec), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Intake air temperature (°F), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), O2 voltage (Bank 1  Sensor 2) (V),, Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Torque (lb•ft), GPS Speed (MPH)
2336.666,70.83632,35.89325,1.973527,14.1,27.05925,33.40491,0.8387667,39.42781,71.27717,38.43137,190.4,25.10059,1930,39.2,18.03922,0.27,0.725,,2.969903,-1.885491,-1.46E-15,73.63641,71.42146
2337.67,70.83632,69.66257,1.016849,14.1,13.94213,33.42163,0.8389958,39.43904,71.27717,25.4902,190.4,12.99324,1923,39.2,16.07843,0.82,0.725,,1.530226,-7.832038,-1.46E-15,38.07885,71.19348
2338.659,70.83632,48.83033,1.450662,14.1,19.89019,33.43468,0.839281,39.45407,71.27717,41.56863,190.4,18.60396,1942,39.2,20.39216,0.055,0.725,,2.183059,-5.076321,-1.46E-15,53.79276,71.29639
2339.664,70.83632,33.84681,2.09285,14.1,28.6953,33.45661,0.8399099,39.47021,71.27717,43.13726,190.4,26.57709,1931,39.2,18.03922,0.27,0.725,,3.149469,-1.160302,-1.46E-15,78.04815,71.35822
2340.686,70.83632,114.1155,0.6207424,14.1,8.511068,33.48873,0.8403329,39.49698,71.27717,17.2549,190.4,7.973127,1924,39.2,13.33333,0.705,0.725,,0.9341369,-10.29768,0.009045618,23.23342,71.09894
2341.685,70.83632,96.08475,0.7372274,14.1,10.10821,33.50364,0.840477,39.51201,71.27717,25.4902,190.4,9.449632,1936,39.2,20,0.78,0.725,,1.109432,-9.572491,-0.5563348,27.42224,70.64465
2342.775,70.83632,33.57861,2.109566,14.1,28.9245,33.52369,0.8410848,39.52531,71.27717,41.17647,190.4,26.87239,1973,39.2,18.03922,0.605,0.725,,3.174624,-1.015264,-1.46E-15,76.99683,70.71859
2343.666,70.83632,71.38931,0.9922539,14.2,13.6049,33.53853,0.8412806,39.53861,71.27717,15.68627,190.4,12.40264,1913,39.2,12.15686,0,0.725,,1.493214,-8.122113,-1.46E-15,37.35206,70.2672
2344.666,69.59357,127.9942,0.5437244,14.2,7.455066,33.56605,0.841486,39.56418,71.27717,20,190.4,7.087224,1900,39.2,13.72549,0.9,0.055,,0.8182347,-10.73279,-1.286146,20.60781,69.46794
2345.665,69.59357,80.49808,0.8645371,14.2,11.85376,33.58541,0.8417209,39.57858,71.27717,42.7451,190.4,11.22144,1956,39.2,18.82353,0.86,0.8,,1.301016,-8.702264,-0.6456035,31.82889,69.20822
2346.669,69.59357,32.6522,2.131359,14.2,29.2233,33.5988,0.8421773,39.59188,71.27717,71.76471,190.4,26.87239,2046,39.2,26.66667,0.8,0.86,,3.20742,-1.015264,-1.46E-15,75.01667,69.54113
2347.666,70.21494,31.84454,2.204929,14.2,30.23203,33.61464,0.8426475,39.60311,71.27717,71.76471,190.4,26.57709,1909,39.2,24.70588,0.505,0.8,,3.318132,-1.160302,0.5610821,83.17549,70.03458
2348.666,70.83632,34.80055,2.035494,14.1,27.90888,33.64704,0.8435872,39.63085,71.27717,74.5098,190.4,26.28179,1925,39.2,25.4902,0.155,0.76,,3.063155,-1.30534,0.4554408,76.14577,70.50228
2349.67,70.83632,33.40342,2.120631,14.1,29.0762,33.66134,0.8439856,39.64422,71.27717,90.98039,190.4,27.16769,1928,39.2,29.01961,0.745,0.76,,3.191274,-0.8702264,0.4554408,79.20721,70.99055
2350.667,71.45769,33.644,2.123935,14.1,29.12151,33.6761,0.8444489,39.65578,71.27717,93.72549,190.4,27.16769,1940,39.2,28.23529,0.235,0.76,,3.196248,-0.8702264,0.6128207,78.83994,71.50449
2351.665,71.45769,35.76863,1.997775,14.2,27.39172,33.69017,0.8448184,39.67272,71.27717,66.27451,192.2,25.39589,1948,39.2,21.17647,0.685,0.745,,3.006393,-1.740453,0.6128207,73.85236,71.37464
2352.669,71.45769,37.35938,1.912711,14.2,26.22539,33.71362,0.8454503,39.68708,71.27717,42.7451,192.2,24.21468,1941,39.2,16.07843,0.745,0.745,,2.878381,-2.320604,-1.46E-15,70.96275,70.79311
2353.665,70.21494,153.4237,0.4576539,14.2,6.274943,33.74457,0.8457525,39.71345,71.27717,14.5098,192.2,5.90602,1832,39.2,15.29412,0.84,0.78,,0.6887097,-11.31294,-1.173993,17.98947,69.64086
2354.667,68.97221,66.89664,1.031026,14.2,14.13652,33.75787,0.8459418,39.72891,71.27717,52.54902,192.2,13.87915,1984,39.2,20.39216,0.055,0.82,,1.551561,-7.396924,-1.820793,37.42268,68.98106
2355.669,68.97221,31.90396,2.16187,14.2,29.64163,33.7776,0.8465612,39.74222,71.27717,71.76471,192.2,26.87239,1884,39.2,27.84314,0.27,0.76,,3.253334,-1.015264,-1.31206,82.63335,68.85072
2356.67,68.97221,33.01504,2.089114,14.2,28.64408,33.80395,0.8473555,39.76475,71.27717,93.72549,192.2,27.46299,1876,39.2,30.19608,0.8,0.705,,3.143847,-0.7251887,-1.46E-15,80.19294,68.97638
2357.672,68.97221,36.12234,1.909406,14.1,26.18007,33.81761,0.8477702,39.77911,71.27717,57.2549,192.2,25.10059,1872,39.2,21.56863,0.645,0.705,,2.873408,-1.885491,-1.46E-15,73.45123,69.07699
2358.666,68.97221,33.08559,2.08466,14.1,28.58301,33.8366,0.8483048,39.79322,71.27717,84.31373,192.2,27.46299,1885,39.2,27.45098,0.45,0.705,,3.137143,-0.7251887,-1.46E-15,79.63988,69.02592
2359.67,69.59357,34.25854,2.031423,14.1,27.85306,33.8497,0.848686,39.80548,71.27717,81.17647,192.2,26.57709,1888,39.2,24.31373,0.76,0.705,,3.057028,-1.160302,0.6720745,77.48275,68.97825
2360.67,69.59357,34.2041,2.034656,14.1,27.89739,33.86412,0.8491216,39.81989,71.27717,80.78432,192.2,26.57709,1883,39.2,25.88235,0.135,0.705,,3.061893,-1.160302,0.6720745,77.81213,68.94193
2361.666,69.59357,34.68026,2.00672,14.1,27.51436,33.88128,0.8496033,39.83461,71.27717,69.01961,192.2,26.28179,1882,39.2,21.56863,0.115,0.705,,3.019853,-1.30534,-1.46E-15,76.78455,68.7126
2362.665,68.97221,32.28557,2.136317,14.1,29.29128,33.91445,0.8505874,39.86369,71.27717,72.94118,192.2,28.05359,2017,39.2,29.41176,0.84,0.685,,3.21488,-0.4351132,-0.4617755,76.27223,68.47205
2363.667,68.97221,35.697,1.932157,14.1,26.49201,33.93087,0.8510547,39.87558,71.27717,83.13725,192.2,23.62408,1877,39.2,25.09804,0.215,0.685,,2.907645,-2.610679,-1.46E-15,74.12843,68.36835
2364.673,68.97221,34.87231,1.97785,14.2,27.11852,33.94597,0.8514667,39.89211,71.27717,70.98039,192.2,25.98649,1872,39.2,23.92157,0.055,0.685,,2.976408,-1.450377,-1.46E-15,76.08416,68.30042
2365.665,68.97221,34.57258,1.994997,14.2,27.35363,33.96571,0.8520398,39.9058,71.27717,70.98039,192.2,26.28179,1872,39.2,24.31373,0.665,0.685,,3.002212,-1.30534,-1.46E-15,76.74377,68.22375
2366.666,68.97221,34.57258,1.994997,14.2,27.35363,33.97921,0.8524291,39.91911,71.27717,70.98039,192.2,26.28179,1872,39.2,24.31373,0.725,0.685,,3.002212,-1.30534,-1.46E-15,76.74377,68.2859
2367.665,68.97221,34.57258,1.994997,14.2,27.35363,33.99461,0.8528758,39.93278,71.27717,74.11765,192.2,26.28179,1875,39.2,25.09804,0.725,0.685,,3.002212,-1.30534,-1.46E-15,76.62099,68.49901
2368.665,68.97221,37.01249,1.863485,14.2,25.55044,34.01018,0.8532748,39.94961,71.27717,57.2549,195.8,24.50998,1871,39.2,19.60784,0.8,0.685,,2.804303,-2.175566,-1.46E-15,71.72305,68.56838
2369.665,68.97221,34.18844,2.017413,14.1,27.66097,34.04949,0.8544304,39.97975,71.27717,63.92157,195.8,26.57709,1909,39.2,24.70588,0.29,0.685,,3.035945,-1.160302,-1.46E-15,76.10191,68.49241
2370.67,68.97221,38.68362,1.782982,14.1,24.44666,34.06521,0.8548325,39.99103,71.27717,57.2549,195.8,23.03348,1892,39.2,20,0.645,0.685,,2.683157,-2.900755,-1.46E-15,67.86292,68.66196
2371.666,68.97221,34.20712,2.016311,14.2,27.64587,34.07843,0.8552043,40.0044,71.27717,61.56863,195.8,26.28179,1889,39.2,23.92157,0.175,0.685,,3.034287,-1.30534,-1.46E-15,76.86565,68.98775
2372.667,68.97221,35.45661,1.945256,14.2,26.67163,34.09582,0.8556955,40.02195,71.27717,50.98039,195.8,25.39589,1873,39.2,22.35294,0.29,0.685,,2.927359,-1.740453,-1.46E-15,74.79039,69.02132
2373.669,68.97221,33.79469,2.040918,14.1,27.98326,34.11351,0.8562763,40.04156,71.27717,53.33333,195.8,26.87239,1884,39.2,23.13725,0.745,0.685,,3.071317,-1.015264,-1.46E-15,78.01021,69.24609
2374.671,69.59357,33.53158,2.075464,14.1,28.45691,34.13603,0.8569092,40.05493,71.27717,70.98039,195.8,27.16769,1894,39.2,26.27451,0.745,0.685,,3.123304,-0.8702264,0.3911132,78.9118,69.41866
2375.668,69.59357,35.27146,1.973084,14.2,27.05318,34.15178,0.8573681,40.06928,71.27717,65.09804,195.8,25.69119,1880,39.2,23.92157,0.725,0.685,,2.969236,-1.595415,0.3911132,75.57785,69.96265
2376.67,70.21494,36.0192,1.949376,14.1,26.7281,34.18504,0.858294,40.09703,71.27717,47.05882,195.8,25.39589,1897,39.2,22.35294,0.565,0.685,,2.933558,-1.740453,0.6315745,74.00054,70.07883
2377.672,70.21494,33.96835,2.06707,14.1,28.34183,34.20041,0.85874,40.10994,71.27717,49.80392,195.8,26.87239,1901,39.2,23.13725,0.095,0.665,,3.110672,-1.015264,0.6315745,78.30325,70.32893
2378.665,70.21494,32.46964,2.16248,14.1,29.65001,34.21458,0.8591967,40.12358,71.27717,68.23529,195.8,28.05359,1920,39.2,23.52941,0.745,0.685,,3.254253,-0.4351132,-1.46E-15,81.10687,70.54533
2379.666,70.21494,35.10449,2.00017,14.1,27.42455,34.23386,0.8597316,40.13793,71.27717,68.23529,195.8,25.69119,1918,39.2,24.31373,0.76,0.685,,3.009997,-1.595415,-1.46E-15,75.09743,70.98479
2380.665,70.83632,37.91999,1.868047,14.2,25.613,34.26159,0.8604908,40.16211,71.27717,48.62745,195.8,23.91938,1936,39.2,16.86275,0.645,0.685,,2.811168,-2.465641,0.6296531,69.48469,71.31375
2381.672,70.83632,43.03738,1.645925,14.1,22.56747,34.27737,0.8608543,40.17712,71.27717,46.66667,195.8,20.96637,1970,39.2,18.82353,0.76,0.685,,2.476904,-3.916019,-1.46E-15,60.16593,71.25999
2382.665,70.83632,49.22815,1.438939,14.1,19.72946,34.29612,0.8612257,40.18909,71.27717,43.13726,195.8,18.01336,2022,39.2,18.03922,0.055,0.685,,2.165417,-5.366396,-1.46E-15,51.24696,71.06881
2383.667,70.83632,35.62243,1.988531,14.1,27.26497,34.32381,0.8618835,40.21294,71.27717,40,195.8,24.80528,1963,39.2,18.82353,0.075,0.685,,2.992482,-2.030528,-1.46E-15,72.94891,70.89795
2384.669,70.83632,34.24574,2.068471,14.1,28.36103,34.33656,0.8622725,40.23042,71.27717,49.80392,192.2,25.98649,1934,39.2,22.35294,0.76,0.685,,3.112781,-1.450377,-1.46E-15,77.01932,70.88505
2385.671,70.83632,40.24755,1.760016,14.1,24.13177,34.35963,0.8628466,40.24426,71.27717,30.19608,192.2,22.44288,1911,39.2,14.5098,0.76,0.685,,2.648595,-3.19083,-1.46E-15,66.32275,70.68079
2386.67,70.21494,68.18831,1.029721,14.1,14.11862,34.37361,0.8630522,40.25972,71.27717,26.66667,192.2,13.28854,1911,39.2,14.90196,0.745,0.685,,1.549597,-7.687,-0.6359338,38.80303,70.16434
2387.672,70.21494,49.49151,1.418727,14.1,19.45232,34.3926,0.863421,40.27197,71.27717,36.86274,192.2,18.30866,1909,39.2,20.39216,0.76,0.685,,2.135,-5.221359,-0.6359338,53.51797,69.92406
2388.669,70.21494,33.75482,2.080146,14.2,28.52111,34.40602,0.8638183,40.28701,71.27717,47.45098,192.2,26.87239,1902,39.2,22.35294,0.075,0.705,,3.13035,-1.015264,-1.46E-15,78.75715,69.94633
2389.676,70.21494,33.28331,2.109614,14.2,28.92516,34.43797,0.8648326,40.31451,71.27717,59.60784,192.2,27.16769,1914,39.2,23.92157,0.76,0.725,,3.174696,-0.8702264,-1.46E-15,79.37209,70.12848
2390.674,70.21494,34.04071,2.062675,14.2,28.28157,34.4558,0.8653257,40.3247,71.27717,60.78431,192.2,26.57709,1915,39.2,23.52941,0.155,0.725,,3.104059,-1.160302,-1.46E-15,77.56554,70.47874
2391.67,70.83632,35.10412,2.017892,14.2,27.66754,34.46877,0.8656687,40.33945,71.27717,41.96078,192.2,25.98649,1924,39.2,16.47059,0.075,0.725,,3.036666,-1.450377,0.6911584,75.52654,70.61797
2392.671,70.83632,35.75246,1.981299,14.2,27.16581,34.48833,0.8662351,40.35432,71.27717,41.56863,192.2,25.39589,1921,39.2,20,0.155,0.725,,2.981598,-1.740453,0.6911584,74.27272,70.64217
2393.671,70.21494,34.68751,2.024214,14.2,27.75423,34.51819,0.8670754,40.37919,71.27717,44.31372,192.2,25.98649,1915,39.2,21.56863,0.76,0.725,,3.04618,-1.450377,-0.6453095,76.11924,70.70696
2394.667,70.21494,33.64906,2.086684,14.2,28.61075,34.53169,0.8675001,40.39357,71.27717,47.45098,192.2,26.87239,1917,39.2,21.96078,0.645,0.725,,3.140188,-1.015264,-1.46E-15,78.38649,70.78197
2395.671,70.21494,34.75988,2.019999,14.2,27.69644,34.55161,0.8680646,40.4069,71.27717,44.31372,192.2,25.98649,1920,39.2,21.17647,0.095,0.725,,3.039837,-1.450377,-1.46E-15,75.76292,70.80517
2396.672,70.83632,33.52533,2.112919,14.1,28.97047,34.5793,0.8688881,40.43083,71.27717,48.23529,192.2,27.16769,1922,39.2,22.35294,0.665,0.705,,3.179669,-0.8702264,0.7041215,79.16554,70.79896
2397.67,70.83632,34.19902,2.071297,14.2,28.39978,34.5936,0.8692897,40.447,71.27717,47.84314,192.2,26.57709,1922,39.2,21.96078,0.705,0.705,,3.117033,-1.160302,-1.46E-15,77.60606,70.8477
2398.67,70.83632,42.16317,1.680052,14.2,23.03538,34.61403,0.8697813,40.46035,71.27717,36.07843,192.2,21.55697,1914,39.2,16.86275,0.565,0.705,,2.52826,-3.625943,-1.46E-15,63.21025,70.78078
2399.671,70.21494,36.47219,1.925164,14.1,26.39613,34.62886,0.8701797,40.47438,71.27717,56.86274,192.2,24.80528,1935,39.2,27.45098,0.8,0.705,,2.897122,-2.030528,-0.5993946,71.64624,70.66608
2400.671,70.83632,33.96926,2.085307,14.1,28.59187,34.64386,0.8706403,40.48874,71.27717,54.5098,192.2,26.57709,1907,39.2,23.13725,0.645,0.705,,3.138116,-1.160302,-0.001699947,78.74554,70.89795
2401.673,70.83632,34.46802,2.055132,14.1,28.17814,34.66066,0.8710943,40.50449,71.27717,56.86274,190.4,26.57709,1922,39.2,23.92157,0.725,0.685,,3.092707,-1.160302,0.5976946,77.0004,71.05437
2402.67,70.83632,34.11028,2.076685,14.1,28.47366,34.69415,0.8720747,40.52985,71.27717,59.21569,190.4,26.57709,1938,39.2,23.92157,0.135,0.685,,3.125142,-1.160302,-1.46E-15,77.16558,71.22704
2403.673,71.45769,34.21419,2.08854,14.1,28.6362,34.70881,0.8725433,40.54218,71.27717,63.13726,190.4,26.57709,1929,39.2,24.70588,0.645,0.685,,3.142982,-1.160302,0.6169604,77.96815,71.45316
2404.687,71.45769,34.76004,2.055742,14.2,28.18651,34.72439,0.872973,40.55722,71.27717,59.21569,190.4,26.28179,1951,39.2,23.92157,0.76,0.685,,3.093626,-1.30534,0.6169604,75.8784,71.58768
2405.776,71.45769,36.4138,1.962379,14.2,26.9064,34.74377,0.873486,40.57195,71.27717,35.29412,190.4,24.80528,1944,39.2,11.76471,0.035,0.665,,2.953127,-2.030528,-1.46E-15,72.69315,71.5112
2406.666,70.83632,92.78728,0.763427,14.1,10.46743,34.7738,0.8738442,40.5944,71.27717,21.56863,190.4,9.744933,1943,39.2,13.72549,0.43,0.665,,1.148859,-9.427453,-0.6355602,28.29446,71.03071
2407.666,70.83632,126.8602,0.5583808,14.2,7.656021,34.78595,0.8739398,40.60772,71.27717,14.5098,190.4,7.087224,1874,39.2,12.94118,0,0.47,,0.8402907,-10.73279,-0.6355602,21.45693,70.44785
2408.666,70.21494,156.4529,0.448793,14.2,6.15345,34.80466,0.874056,40.61996,71.27717,14.5098,190.4,5.90602,1890,39.2,12.15686,0,0,,0.6753752,-11.31294,-0.47479,17.0998,69.70656
2409.666,69.59357,35.77604,1.945256,14.2,26.67163,34.83087,0.8745323,40.64347,71.27717,72.54902,190.4,25.39589,2032,39.2,26.66667,0.86,0.84,,2.927359,-1.740453,-0.736648,68.93819,69.57315
2410.669,69.59357,31.78019,2.189841,14.2,30.02516,34.84303,0.874914,40.65822,71.27717,65.09804,190.4,26.57709,1910,39.2,23.52941,0.625,0.84,,3.295428,-1.160302,-1.37E-15,82.5631,69.92856
2411.663,70.21494,35.69861,1.966882,14.2,26.96814,34.86343,0.8754995,40.67371,71.27717,57.64706,190.4,25.39589,1970,39.2,19.21569,0.035,0.78,,2.959902,-1.740453,0.4357454,71.89832,70.28564
2412.672,70.21494,39.16547,1.792777,14.2,24.58096,34.87846,0.8758711,40.68747,71.27717,52.54902,190.4,22.44288,1929,39.2,23.52941,0.155,0.76,,2.697897,-3.19083,0.4357454,66.92691,70.39211
2413.667,70.21494,35.93047,1.954189,14.2,26.79411,34.90841,0.8767708,40.71378,71.27717,45.4902,190.4,25.10059,1908,39.2,22.35294,0.055,0.745,,2.940801,-1.885491,-1.37E-15,73.75559,70.48154
2414.667,70.83632,34.07138,2.079056,14.2,28.50617,34.92813,0.8773278,40.72856,71.27717,41.96078,190.4,26.87239,1921,39.2,14.5098,0.055,0.745,,3.12871,-1.015264,0.4545485,77.93734,70.52448
2415.666,70.21494,87.2143,0.8050852,14.2,11.03861,34.94342,0.8775117,40.74084,71.27717,14.90196,190.4,10.33554,1868,39.2,12.15686,0.015,0.745,,1.211549,-9.137378,-0.1265671,31.03643,70.17694
2416.669,70.21494,149.4813,0.4697239,14.2,6.440436,34.95832,0.87761,40.75426,71.27717,14.11765,190.4,6.201321,1891,39.2,12.54902,0.84,0.745,,0.7068735,-11.16791,-0.5811156,17.88784,69.60526
2417.668,69.59357,128.0619,0.543437,14.1,7.451125,34.97292,0.8777382,40.7742,71.27717,24.70588,192.2,7.087224,1908,39.2,19.60784,0.035,0.725,,0.8178023,-10.73279,-0.6032252,20.51056,69.33295
2418.669,69.59357,32.40533,2.147596,14.1,29.44593,34.99931,0.8784935,40.78935,71.27717,62.7451,192.2,27.75829,1909,39.2,25.09804,0.075,0.705,,3.231854,-0.580151,-0.6032252,81.01276,69.61987
2419.671,69.59357,34.47884,2.018443,14.1,27.67509,35.02875,0.8793489,40.81363,71.27717,69.41177,192.2,26.28179,1897,39.2,24.70588,0.705,0.685,,3.037495,-1.30534,-1.37E-15,76.62241,69.9862
2420.67,70.21494,35.94325,1.953495,14.2,26.78458,35.04178,0.8796984,40.82692,71.27717,50.98039,192.2,25.39589,1900,39.2,20,0.78,0.665,,2.939756,-1.740453,0.6821955,74.03982,70.19489
2421.672,70.21494,35.47401,1.979335,14.2,27.13888,35.05933,0.8802338,40.84029,71.27717,59.21569,192.2,25.69119,1918,39.2,27.45098,0.76,0.665,,2.978643,-1.595415,0.6821955,74.31516,70.19489
2422.673,70.21494,33.06355,2.123636,14.2,29.11741,35.087,0.8810266,40.86384,71.27717,67.84314,192.2,27.46299,1919,39.2,24.31373,0.76,0.665,,3.195797,-0.7251887,-1.37E-15,79.69147,70.36359
2423.671,70.21494,34.3335,2.045085,14.1,28.04039,35.10041,0.8814533,40.87818,71.27717,63.92157,192.2,26.28179,1915,39.2,24.70588,0.195,0.665,,3.077588,-1.30534,-1.37E-15,76.90408,70.66932
2424.671,70.83632,34.32403,2.063753,14.1,28.29635,35.12037,0.8819972,40.89218,71.27717,96.47059,192.2,26.57709,1937,39.2,28.62745,0.095,0.665,,3.105681,-1.160302,0.4491447,76.72463,71.05731
2425.666,71.45769,32.24705,2.215945,14.1,30.38307,35.14743,0.8828733,40.91536,71.27717,100,192.2,28.05359,1952,39.2,36.86274,0.565,0.645,,3.33471,-0.4351132,0.6614336,81.74965,71.58353
2426.667,72.07906,32.12267,2.243869,14.2,30.76594,35.16218,0.8833058,40.92867,71.27717,100,192.2,28.3489,1966,39.2,40,0.685,0.645,,3.376732,-0.2900755,1.279981,82.19032,72.33688
2427.668,72.70043,33.56752,2.165797,14.2,29.69549,35.18038,0.8838449,40.94348,71.27717,78.82353,192.2,27.16769,1981,39.2,22.7451,0.095,0.625,,3.259244,-0.8702264,1.124307,78.72996,72.91031
2428.667,72.70043,39.39209,1.845559,14.3,25.30467,35.21061,0.8846346,40.96424,71.27717,50.58823,192.2,23.03348,1986,39.2,20.78431,0.545,0.645,,2.777328,-2.900755,-1.37E-15,66.91993,73.00969
2429.674,72.70043,38.21389,1.902461,14.2,26.08485,35.22114,0.884951,40.97968,71.27717,31.37255,192.2,23.62408,1968,39.2,15.29412,0.76,0.645,,2.862957,-2.610679,-1.37E-15,69.61411,72.85345
2430.669,72.70043,65.63985,1.107565,14.2,15.18595,35.24173,0.8852417,40.99443,71.27717,29.41176,192.2,13.87915,2113,39.2,16.07843,0.075,0.645,,1.666742,-7.396924,-1.37E-15,37.74649,72.51701
2431.672,72.07906,49.97908,1.442184,14.2,19.77395,35.25696,0.8855612,41.00817,71.27717,33.72549,192.2,16.83216,2033,39.2,16.47059,0.055,0.645,,2.170301,-5.946547,-0.5991782,51.08462,72.01892
2432.67,72.07906,42.91175,1.679705,14.2,23.03062,35.27388,0.885954,41.02365,71.27717,35.68628,192.2,20.37577,1977,39.2,19.21569,0.76,0.645,,2.527738,-4.206094,-0.5991782,61.18331,71.57865
2433.674,71.45769,38.20927,1.870166,14.1,25.64206,35.29211,0.8864542,41.04678,71.27717,33.72549,194,23.32878,1937,39.2,14.5098,0.82,0.645,,2.814358,-2.755717,-0.4963011,69.52761,71.12141
2434.67,70.83632,52.65649,1.345253,14.1,18.44492,35.32203,0.8870182,41.05977,71.27717,39.21569,194,17.12746,1941,39.2,21.17647,0.47,0.645,,2.024432,-5.801509,-0.795928,49.90973,70.73133
2435.674,70.83632,33.12807,2.138257,14.1,29.31787,35.33573,0.8873988,41.07375,71.27717,46.27451,194,27.16769,1924,39.2,21.96078,0.035,0.625,,3.217799,-0.8702264,-0.2996269,80.03159,70.62159
2436.67,70.83632,34.16347,2.073452,14.1,28.42933,35.35143,0.8878523,41.08496,71.27717,46.27451,194,26.57709,1922,39.2,22.35294,0.135,0.625,,3.120277,-1.160302,-1.41E-15,77.68682,70.49513
2437.669,70.83632,33.45556,2.117326,14.1,29.03089,35.36406,0.8882821,41.10041,71.27717,52.94118,194,27.16769,1926,39.2,23.13725,0.35,0.625,,3.186301,-0.8702264,-1.41E-15,79.16589,70.48916
2438.669,70.21494,35.30677,1.988711,14.1,27.26744,35.40201,0.8893186,41.13004,71.27717,38.82353,194,25.69119,1904,39.2,19.21569,0.76,0.625,,2.992752,-1.595415,-0.528683,75.2162,70.29978
2439.67,70.21494,36.66375,1.915105,14.1,26.25822,35.41846,0.8897833,41.14299,71.27717,39.21569,194,24.80528,1902,39.2,16.07843,0.745,0.645,,2.881985,-2.030528,-0.528683,72.50849,70.20483
2440.67,69.59357,51.7917,1.343721,14.1,18.4239,35.43322,0.8900828,41.15775,71.27717,32.94118,194,17.42276,1889,39.2,18.03922,0.705,0.645,,2.022125,-5.656472,-0.5967993,51.22521,69.74509
2441.672,69.59357,34.96295,1.990495,14.1,27.2919,35.45315,0.8906159,41.17073,71.27717,42.35294,194,25.98649,1891,39.2,20,0.095,0.625,,2.995437,-1.450377,-0.5967993,75.80123,69.46198
2442.665,68.97221,34.77966,1.983119,14.1,27.19076,35.48057,0.8914385,41.1971,71.27717,43.13726,194,25.98649,1874,39.2,22.35294,0.075,0.645,,2.984337,-1.450377,-0.5589969,76.20542,69.29086
2443.672,68.97221,33.40952,2.064448,14.2,28.30587,35.49503,0.8918396,41.21084,71.27717,50.19608,194,27.16769,1875,39.2,22.7451,0.605,0.645,,3.106726,-0.8702264,-0.5589969,79.28834,69.03077
2444.67,68.97221,34.13374,2.020646,14.2,27.7053,35.51338,0.8923721,41.22417,71.27717,49.41177,194,26.57709,1866,39.2,21.96078,0.78,0.665,,3.04081,-1.160302,-1.46E-15,77.98037,69.04464
2445.671,68.35083,34.0807,2.005558,14.2,27.49843,35.54153,0.8931898,41.24836,71.27717,47.45098,194,26.57709,1865,39.2,21.56863,0.705,0.705,,3.018106,-1.160302,-0.5664232,77.43962,68.82319
2446.672,68.35083,34.0076,2.009869,14.2,27.55754,35.55379,0.8935509,41.26205,71.27717,54.5098,194,26.57709,1858,39.2,27.05882,0.235,0.725,,3.024593,-1.160302,-0.5664232,77.89845,68.66013
2447.67,68.35083,34.51927,1.980077,14.2,27.14906,35.57176,0.8940983,41.27713,71.27717,48.23529,194,26.28179,1860,39.2,21.17647,0.055,0.725,,2.97976,-1.30534,-1.46E-15,76.66125,68.72937
2448.67,68.35083,33.35774,2.049025,14.2,28.09441,35.58661,0.8945351,41.28907,71.27717,54.11765,194,27.16769,1859,39.2,23.52941,0.055,0.725,,3.083517,-0.8702264,-1.46E-15,79.37332,68.59052
2449.668,68.35083,33.37568,2.047923,14.2,28.0793,35.6004,0.8949507,41.30031,71.27717,61.56863,194,27.16769,1859,39.2,23.92157,0.705,0.745,,3.081859,-0.8702264,-1.46E-15,79.33064,68.48527
2450.665,68.35083,35.21804,1.94079,14.2,26.61039,35.63634,0.8959795,41.33227,71.27717,71.37255,192.2,25.69119,1869,39.2,23.92157,0.625,0.725,,2.920637,-1.595415,-1.46E-15,74.77837,68.8647
2451.672,68.35083,36.35873,1.879901,14.2,25.77553,35.64914,0.8963192,41.34276,71.27717,40.78431,192.2,24.80528,1861,39.2,16.86275,0.095,0.725,,2.829008,-2.030528,-1.46E-15,72.7437,68.6996
2452.671,68.35083,43.81804,1.559879,14.2,21.38767,35.66156,0.8966046,41.35367,71.27717,47.84314,192.2,20.67107,1874,39.2,19.60784,0.78,0.705,,2.347415,-4.061057,-1.46E-15,59.94156,68.57754
2453.67,68.35083,37.60476,1.817611,14.1,24.92147,35.67358,0.8969539,41.36805,71.27717,59.21569,192.2,23.91938,1900,39.2,20,0.78,0.705,,2.73527,-2.465641,-1.46E-15,68.88968,68.20171
2454.676,67.72946,40.91877,1.655217,14.2,22.69487,35.70681,0.8976674,41.39715,71.27717,34.5098,192.2,21.85227,1844,39.2,14.90196,0.055,0.705,,2.490888,-3.480906,-0.6310638,64.63992,67.8408
